127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/teacher.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/ai-gateway.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /admin.html HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /teacher.html HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /student.html HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/admin.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/student.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/auth.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/anti-cheat.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/proctor-engine.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/countdown.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /js/landing.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /calendar_logic.js HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /CSS/landing.css HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /CSS/layout.css HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /CSS/themes.css HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /manifest.json HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /CSS/calendar.css HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 12:24:16] "GET /favicon.ico HTTP/1.1" 200 -
